Mes,Ventas,Ganancias,Stock,Precio,Descuento (%),Región,Categoría del Producto,Producto,Costos Operativos,Devoluciones,Unidades Vendidas
Octubre,194,4885,3696,237.6981364960785,29.81,Logroño,Electrónica,Laptop,24,36,25
Septiembre,9674,2668,3286,234.41632601597794,4.74,Oviedo,Alimentos,Tablet,12,17,127
Octubre,9845,273,8055,214.08215949491648,25.29,Logroño,Juguetes,Zapatillas,17,36,33
Marzo,1589,1916,8464,195.52548090236454,13.93,Valladolid,Juguetes,Zapatillas,16,9,97
Mayo,2449,1509,6622,616.1039978454468,19.84,Córdoba,Ropa,Refrigerador,28,4,53
Septiembre,8490,88,9723,954.3616849143783,23.71,Toledo,Ropa,Camiseta,18,17,288
Julio,438,2108,1039,798.1925361668702,12.33,Málaga,Juguetes,Tablet,14,46,498
Febrero,1524,82,3937,282.2314604564274,3.12,Córdoba,Alimentos,Zapatillas,29,12,144
Febrero,8016,2504,7051,655.6072976933766,5.83,Córdoba,Hogar,Camiseta,13,8,238
Mayo,509,457,527,558.5209899575734,11.75,Zaragoza,Juguetes,Microondas,19,46,370
Mayo,670,2461,6504,677.6052505857693,12.54,Toledo,Alimentos,Muñeca,10,7,221
Enero,7715,4569,3220,409.89245448223653,22.64,Valladolid,Alimentos,Teléfono,16,24,264
Enero,5409,3739,5916,982.3346548475865,21.03,Valladolid,Hogar,Laptop,24,2,478
Julio,6587,2205,6943,938.9945064449952,16.13,Valladolid,Alimentos,Laptop,26,48,317
Diciembre,3682,1434,3284,545.4254903983064,27.04,Valladolid,Juguetes,Laptop,20,16,139
Noviembre,9610,2310,1467,267.92851010303906,22.32,Palma,Alimentos,Pelota,28,3,15
Enero,2289,4559,8696,763.118228344954,11.88,Sevilla,Alimentos,Tablet,13,38,166
Julio,9211,719,6223,293.9732328871373,25.8,Granada,Alimentos,Microondas,10,1,27
Diciembre,5978,3635,7650,154.81912088146092,13.04,Valencia,Ropa,Laptop,26,11,2
Diciembre,2710,4804,2268,685.0172751687348,5.28,Barcelona,Ropa,Camiseta,17,5,449
Septiembre,5672,2617,2443,501.52438366567173,28.99,Málaga,Electrónica,Zapatillas,29,49,158
Enero,1906,2136,7600,850.7069768411529,9.17,Toledo,Juguetes,Laptop,13,7,201
Febrero,5376,156,6016,63.685201123732206,0.45,Oviedo,Hogar,Camiseta,20,5,183
Abril,6536,2312,593,494.89181970002517,7.1,Oviedo,Alimentos,Zapatillas,25,50,67
Abril,8664,4522,449,262.90779561508594,9.09,Málaga,Electrónica,Microondas,15,0,392
Noviembre,8956,788,4454,262.7765560418953,12.77,Málaga,Ropa,Camiseta,13,9,426
Agosto,4319,2019,6587,311.98124685998334,5.48,Córdoba,Electrónica,Refrigerador,19,19,431
Mayo,9258,1226,7614,277.4204002844838,29.23,Madrid,Ropa,Pelota,28,19,410
Noviembre,7772,118,7946,487.238903924573,11.9,Sevilla,Alimentos,Teléfono,15,23,499
Octubre,8745,3093,3485,956.0880373448216,11.78,Logroño,Ropa,Laptop,21,10,331
Noviembre,5772,3065,770,941.5010463564746,24.61,Santander,Hogar,Microondas,28,13,476
Mayo,5514,771,3610,737.9108929656868,19.88,Santander,Juguetes,Teléfono,26,45,97
Mayo,3474,96,9397,834.8823312380417,7.79,Valladolid,Electrónica,Camiseta,24,7,316
Noviembre,1881,1868,8250,860.4502485505438,7.05,Córdoba,Juguetes,Refrigerador,14,44,363
Agosto,9397,3180,4186,855.8564864453595,8.74,Murcia,Ropa,Laptop,18,20,21
Agosto,2359,4254,2869,485.84236531126766,22.47,Logroño,Ropa,Muñeca,18,45,250
Septiembre,8505,1835,3192,551.9491310513039,28.03,Murcia,Hogar,Muñeca,25,27,135
Julio,439,2524,9886,326.8656728806377,18.37,Granada,Juguetes,Teléfono,10,46,246
Julio,5379,4905,3600,756.8882964308136,25.95,Córdoba,Ropa,Zapatillas,19,6,444
Septiembre,2554,1688,1382,544.8370011353379,11.29,Barcelona,Electrónica,Muñeca,20,32,409
Enero,4301,3664,5068,56.75005321914932,20.39,Valencia,Hogar,Muñeca,24,34,385
Febrero,2896,2792,5782,160.8417180137727,19.16,Sevilla,Juguetes,Libro,30,38,102
Abril,286,3545,535,901.1929805360248,3.28,Oviedo,Ropa,Muñeca,28,8,407
Abril,628,2164,319,476.863928319192,19.27,Palma,Electrónica,Laptop,20,26,4
Mayo,1615,3073,1604,153.64093974920496,12.11,Granada,Hogar,Microondas,29,9,419
Mayo,3115,4971,9041,616.7591141820502,29.72,Madrid,Ropa,Laptop,28,19,141
Noviembre,2382,4091,6492,540.3061265032085,15.34,Zaragoza,Alimentos,Camiseta,20,21,25
Diciembre,4679,2310,4012,528.6859113566364,23.28,Barcelona,Alimentos,Zapatillas,28,6,193
Enero,4199,1915,458,986.4037307928487,26.74,Murcia,Electrónica,Laptop,27,49,156
Junio,2122,1398,6138,405.6064140374622,18.46,Bilbao,Hogar,Muñeca,12,2,277
Marzo,2015,4371,9184,924.1543628229317,14.63,Logroño,Juguetes,Refrigerador,23,4,460
Junio,8909,4737,9523,52.02490798672421,15.34,Toledo,Hogar,Laptop,21,11,370
Octubre,637,3529,3586,908.439383159894,23.4,Madrid,Hogar,Microondas,28,38,135
Septiembre,3760,2309,3025,583.9830338955383,1.13,Valladolid,Juguetes,Pelota,15,18,199
Octubre,1569,93,3867,582.9149966927309,25.38,Santander,Electrónica,Teléfono,13,29,371
Mayo,9352,766,4199,115.51926157964947,27.07,Valencia,Hogar,Zapatillas,29,39,79
Septiembre,5674,2076,3138,385.87056941582966,14.23,Málaga,Juguetes,Teléfono,18,37,34
Febrero,7294,3372,959,896.5524999160048,25.15,Valencia,Alimentos,Libro,20,32,499
Diciembre,6567,1867,9398,830.3471448844208,16.77,Valladolid,Alimentos,Muñeca,19,30,334
Septiembre,4121,4646,4569,569.7221386369561,11.89,Murcia,Juguetes,Libro,22,15,28
Septiembre,9116,1712,5526,342.39633248185737,17.33,Bilbao,Electrónica,Pelota,14,31,485
Enero,6343,249,4998,891.8472188779093,19.34,Zaragoza,Hogar,Camiseta,14,43,343
Abril,8986,2558,2281,75.07633690478404,12.08,Sevilla,Electrónica,Microondas,14,14,166
Noviembre,9043,2752,5363,568.3489451600994,17.76,Santander,Ropa,Teléfono,19,44,247
Diciembre,4943,4000,3041,15.969227716924943,28.99,Murcia,Juguetes,Tablet,23,44,52
Julio,8956,3093,9471,812.6550589241052,18.4,Córdoba,Electrónica,Libro,16,35,413
Agosto,7795,3868,6963,788.8654708114593,22.97,Madrid,Juguetes,Refrigerador,15,10,201
Marzo,8740,1717,9049,11.137007121664876,26.75,Zaragoza,Electrónica,Camiseta,22,18,278
Abril,1856,2139,7216,403.66858702683953,27.68,Córdoba,Hogar,Refrigerador,17,21,461
Abril,4054,4613,2119,969.9261263422629,18.93,Valencia,Juguetes,Tablet,19,16,186
Septiembre,9169,3170,3350,948.2426645000813,24.18,Granada,Hogar,Muñeca,11,7,92
Agosto,2886,511,9090,212.3960324780878,5.39,Palma,Juguetes,Refrigerador,15,42,209
Octubre,510,4275,7393,660.4222197251462,6.87,Madrid,Ropa,Camiseta,24,18,29
Septiembre,8476,4232,3693,654.4105317510041,20.88,Valladolid,Juguetes,Muñeca,22,43,388
Marzo,1326,3572,2857,212.50355431479576,7.34,Santander,Alimentos,Tablet,29,37,454
Enero,9711,3824,1550,430.33197743045093,15.9,Sevilla,Electrónica,Muñeca,28,50,58
Enero,4841,3521,2100,862.955709334324,9.31,Granada,Ropa,Refrigerador,25,25,329
Enero,7120,3719,2774,65.41180887570891,6.32,Oviedo,Hogar,Pelota,12,33,365
Octubre,8026,4379,5862,518.5048616584168,7.06,Granada,Alimentos,Laptop,13,0,453
Julio,5733,439,2605,583.7045584492801,22.92,Córdoba,Electrónica,Camiseta,22,18,332
Julio,2713,3695,5091,309.6155571250205,3.26,Madrid,Juguetes,Laptop,28,41,457
Septiembre,6050,131,9949,381.7694653595818,21.87,Logroño,Juguetes,Microondas,17,48,385
Diciembre,9417,3095,905,508.26311987132016,23.27,Valladolid,Alimentos,Laptop,10,18,253
Mayo,4649,4688,646,450.68556157995965,24.9,Zaragoza,Electrónica,Zapatillas,14,17,466
Septiembre,1701,1893,2951,338.7299123941333,20.44,Valladolid,Hogar,Tablet,29,27,119
Marzo,576,1416,6001,851.7641949833718,9.92,Bilbao,Electrónica,Zapatillas,30,24,491
Junio,3447,3923,6365,738.1045158760575,28.44,Palma,Ropa,Tablet,19,47,446
Agosto,4130,467,8757,112.91006561007589,25.8,Valencia,Hogar,Zapatillas,10,19,500
Mayo,1244,4543,3628,823.2710627146986,11.73,Sevilla,Alimentos,Muñeca,30,35,335
Septiembre,6354,2770,1176,243.49508290470206,3.22,Murcia,Electrónica,Tablet,27,39,469
Junio,5167,3596,9905,831.1744310651966,29.73,Bilbao,Alimentos,Tablet,30,6,222
Junio,6839,2350,9678,30.908170513959256,26.18,Palma,Alimentos,Pelota,11,38,94
Agosto,504,4268,3093,75.42552275654245,6.28,Logroño,Hogar,Microondas,16,37,192
Junio,3084,1009,6450,439.248443072356,14.09,Logroño,Hogar,Laptop,14,41,349
Junio,7254,1423,6066,869.5667126075551,10.63,Murcia,Hogar,Teléfono,15,27,428
Abril,4474,1738,2965,713.3320137348775,7.6,Murcia,Ropa,Teléfono,21,40,433
Junio,1061,568,3968,355.66359866524573,21.16,Málaga,Juguetes,Tablet,18,13,410
Febrero,8660,4538,312,772.1749869136887,4.06,Santander,Electrónica,Teléfono,16,24,53
Marzo,8949,3515,7432,243.51761200132148,0.17,Santander,Juguetes,Camiseta,26,36,136
Marzo,4723,2832,5602,593.0294456847223,17.36,Zaragoza,Ropa,Laptop,12,37,354
Marzo,7584,2846,487,296.1655970115935,12.26,Toledo,Ropa,Tablet,18,8,433
Octubre,9977,1570,7359,740.523624363194,16.26,Zaragoza,Alimentos,Microondas,11,12,231
Mayo,1919,4732,1662,629.6512455972937,16.84,Barcelona,Alimentos,Laptop,20,50,31
Diciembre,9636,4728,5074,774.1035994729516,10.74,Zaragoza,Alimentos,Zapatillas,14,21,332
Octubre,1492,1466,8289,660.1336098668756,7.94,Sevilla,Ropa,Laptop,15,7,97
Octubre,392,2695,476,92.74268927345064,18.43,Málaga,Hogar,Camiseta,15,38,361
Marzo,9834,1255,7924,763.5094404757962,17.25,Santander,Electrónica,Camiseta,10,21,325
Junio,3674,4533,7302,544.926257435592,10.64,Sevilla,Alimentos,Teléfono,13,19,344
Noviembre,6929,3742,1393,156.58804601281278,5.35,Palma,Juguetes,Pelota,18,48,417
Enero,7032,4368,8157,250.6086745837723,11.14,Valencia,Alimentos,Refrigerador,10,18,357
Diciembre,3601,3462,1362,881.5494444558069,1.36,Granada,Electrónica,Camiseta,10,39,485
Febrero,271,4142,7269,889.2523553825611,25.08,Zaragoza,Juguetes,Refrigerador,12,12,445
Marzo,7520,4973,7268,507.70223718998255,8.29,Santander,Hogar,Muñeca,18,11,382
Noviembre,1716,1864,2104,199.91216061480495,16.17,Valladolid,Electrónica,Libro,24,34,314
Febrero,6454,2164,209,218.98359592820137,17.1,Valladolid,Alimentos,Muñeca,28,27,451
Mayo,8217,1949,1004,101.80881870331453,25.58,Valladolid,Ropa,Libro,26,25,69
Mayo,3285,4276,1694,320.8143114309112,21.2,Málaga,Alimentos,Zapatillas,27,38,21
Febrero,8932,2384,4576,89.66722871711441,3.35,Valladolid,Alimentos,Camiseta,14,11,37
Enero,1278,3897,7565,484.1567927142473,5.46,Barcelona,Electrónica,Tablet,19,50,247
Noviembre,3452,2542,1840,219.603238076132,27.16,Barcelona,Electrónica,Laptop,12,29,472
Abril,4252,3694,193,446.1332511566791,11.25,Zaragoza,Juguetes,Microondas,29,5,470
Septiembre,8498,1763,1310,35.80249623829227,0.2,Toledo,Hogar,Muñeca,19,10,393
Enero,4508,942,3228,928.6675000918478,2.04,Sevilla,Alimentos,Teléfono,15,16,112
Septiembre,4701,1728,5596,321.4852885932092,26.53,Valencia,Hogar,Laptop,22,3,453
Mayo,2114,974,7130,11.50636716860528,23.51,Granada,Juguetes,Camiseta,23,39,275
Septiembre,5365,3881,4108,653.5614198546346,9.2,Murcia,Hogar,Teléfono,14,15,185
Septiembre,4242,3252,6857,358.6797732349476,26.62,Córdoba,Hogar,Camiseta,16,40,385
Agosto,8093,4936,7072,697.3443251119126,1.45,Zaragoza,Ropa,Libro,21,11,58
Marzo,7624,4325,2183,724.1861754261005,22.91,Madrid,Alimentos,Refrigerador,12,23,220
Enero,9698,3294,9325,546.2402908913441,15.58,Palma,Hogar,Muñeca,16,6,152
Abril,8940,3155,7212,801.5088687816982,25.84,Valladolid,Juguetes,Laptop,20,9,396
Diciembre,2418,1038,9275,384.06954383054784,4.06,Valladolid,Juguetes,Camiseta,21,14,123
Diciembre,1117,2587,9894,348.7302242797902,10.41,Barcelona,Juguetes,Microondas,28,8,316
Marzo,3851,397,5542,798.0286180162467,17.12,Valladolid,Hogar,Pelota,11,37,426
Julio,6583,3435,4582,122.62608085280932,6.21,Granada,Juguetes,Libro,18,41,234
Diciembre,8385,556,1482,266.7878775320784,8.63,Murcia,Electrónica,Microondas,25,14,118
Septiembre,777,85,617,337.53411500887,25.73,Barcelona,Ropa,Camiseta,27,48,6
Junio,9358,2062,6174,538.6113959228442,12.13,Madrid,Hogar,Refrigerador,18,14,301
Abril,4348,4801,7180,375.0112575729908,15.9,Toledo,Hogar,Libro,10,5,209
Mayo,6139,1418,7053,269.13152627840213,5.63,Palma,Juguetes,Microondas,29,40,255
Septiembre,7252,3900,1195,320.532715406018,24.0,Oviedo,Alimentos,Camiseta,23,13,102
Octubre,1525,4698,3237,864.4150135273434,24.36,Palma,Juguetes,Laptop,23,40,168
Noviembre,8676,2495,242,404.7013072165207,13.49,Valencia,Electrónica,Microondas,22,26,321
Octubre,8860,749,3045,22.336366975238967,1.19,Valencia,Juguetes,Teléfono,13,48,4
Septiembre,5963,2004,2674,869.1939034204222,27.21,Oviedo,Electrónica,Zapatillas,14,28,441
Abril,1633,1319,3374,733.0340445122479,17.07,Santander,Electrónica,Libro,10,3,236
Julio,3556,3996,5068,235.6799297097332,21.25,Madrid,Ropa,Camiseta,14,14,10
Enero,9747,2409,9561,863.4102239727457,10.3,Madrid,Electrónica,Microondas,13,24,332
Abril,8392,4569,962,130.88801390080081,11.39,Oviedo,Ropa,Laptop,17,36,495
Diciembre,8170,4145,6299,377.7807751002817,6.5,Palma,Hogar,Muñeca,13,50,377
Junio,2864,1066,5011,303.57315818142297,23.83,Córdoba,Alimentos,Pelota,28,1,238
Abril,9409,2011,300,890.0492754886975,1.18,Barcelona,Hogar,Tablet,28,44,481
Junio,281,620,6408,809.7430250748031,17.99,Murcia,Ropa,Muñeca,19,9,324
Julio,9706,3561,8562,104.69778125818434,5.12,Sevilla,Alimentos,Camiseta,23,45,333
Mayo,8899,2177,5146,277.0183822791844,29.31,Santander,Hogar,Tablet,29,27,149
Noviembre,7580,300,6357,944.6240255875349,28.91,Valladolid,Ropa,Libro,17,6,404
Diciembre,561,297,7939,266.3210805309672,15.01,Málaga,Hogar,Pelota,20,27,250
Abril,1035,1420,9247,572.9682795861845,10.67,Valencia,Alimentos,Microondas,19,22,197
Julio,4884,3969,778,648.145980156882,0.47,Córdoba,Hogar,Pelota,29,0,206
Enero,2456,514,2104,774.2039703285046,25.25,Logroño,Juguetes,Microondas,24,48,74
Julio,8679,3513,7483,244.88158756147487,22.82,Córdoba,Alimentos,Muñeca,15,17,497
Julio,3143,4436,4201,192.9415538597367,6.61,Logroño,Alimentos,Laptop,11,25,371
Agosto,1885,4029,4323,770.0505192316251,15.32,Barcelona,Juguetes,Camiseta,25,22,45
Diciembre,7258,4403,2756,173.37856384904575,14.35,Valladolid,Juguetes,Laptop,22,46,487
Agosto,9541,3090,9526,766.1372898866065,6.55,Granada,Ropa,Pelota,10,26,173
Diciembre,6058,355,6366,266.0857605377304,23.3,Logroño,Alimentos,Pelota,30,5,441
Septiembre,3286,1731,6032,372.1833049267142,16.73,Granada,Hogar,Muñeca,25,46,309
Agosto,7469,2259,4156,147.52853989562027,22.94,Madrid,Hogar,Tablet,13,6,72
Febrero,3789,1914,7850,224.1150638844999,29.56,Málaga,Ropa,Muñeca,23,5,68
Agosto,181,2534,7126,319.8362510526568,23.28,Sevilla,Juguetes,Refrigerador,27,13,154
Febrero,165,816,8197,794.0075512873517,18.93,Toledo,Electrónica,Laptop,18,48,87
Marzo,6767,2274,5949,741.8492226561403,29.27,Córdoba,Alimentos,Laptop,21,27,25
Septiembre,9278,1101,9060,769.6797031117875,26.6,Bilbao,Alimentos,Muñeca,19,7,177
Julio,986,2917,3301,581.0282122344902,16.95,Valencia,Alimentos,Tablet,21,21,272
Agosto,9724,296,6192,862.481447150209,14.45,Valencia,Hogar,Libro,18,18,254
Noviembre,7528,385,4244,273.50182254028846,11.52,Oviedo,Hogar,Microondas,20,48,462
Febrero,1359,1072,1270,611.0360653266175,12.78,Madrid,Ropa,Muñeca,27,29,93
Mayo,7195,3511,6562,495.1205392578293,13.22,Palma,Electrónica,Laptop,21,19,127
Agosto,8093,324,1216,418.2252013131718,4.39,Zaragoza,Ropa,Microondas,30,50,94
Diciembre,177,3762,4686,180.92235108706868,3.11,Bilbao,Hogar,Teléfono,18,7,495
Diciembre,1843,2464,7944,725.3426401081091,3.68,Zaragoza,Alimentos,Microondas,15,3,100
Febrero,480,2266,4910,289.0121330601815,10.73,Valladolid,Ropa,Teléfono,23,26,162
Enero,3365,1651,5767,705.8855984297383,1.39,Sevilla,Juguetes,Microondas,16,38,231
Enero,6547,2973,4113,93.6310041497603,28.82,Granada,Electrónica,Refrigerador,20,39,349
Febrero,8871,4147,703,514.6269640959088,11.45,Toledo,Electrónica,Tablet,29,25,156
Junio,8980,2141,9292,522.4582025299084,6.47,Toledo,Ropa,Tablet,25,22,83
Septiembre,2490,4193,4078,451.8717576195932,5.11,Valencia,Hogar,Camiseta,26,14,314
Septiembre,9359,1453,3273,81.65968713582402,4.83,Málaga,Alimentos,Laptop,16,34,133
Abril,6309,547,5668,587.890452219915,18.03,Málaga,Ropa,Libro,10,16,192
Marzo,4325,863,987,130.46103927159635,14.12,Logroño,Ropa,Tablet,16,8,395
Noviembre,9894,459,5689,797.5617369919582,24.64,Santander,Ropa,Camiseta,14,22,498
Febrero,4405,3184,128,89.27444205900507,28.05,Oviedo,Alimentos,Camiseta,15,8,385
Diciembre,9778,4325,1402,522.4326217501739,2.67,Logroño,Hogar,Zapatillas,29,49,281
Noviembre,5320,1694,5686,378.54589259493576,4.0,Sevilla,Electrónica,Muñeca,10,37,480
Noviembre,2303,2549,9346,736.084403635858,28.98,Oviedo,Juguetes,Refrigerador,17,25,268
Febrero,8443,888,358,518.749915977654,26.55,Córdoba,Hogar,Muñeca,11,6,79
Septiembre,6967,2317,753,286.4301206628749,11.9,Granada,Ropa,Refrigerador,15,14,356
Septiembre,2228,2193,9733,385.93001720185435,26.97,Murcia,Juguetes,Refrigerador,18,20,101
Agosto,6521,3458,6534,542.5230854102776,14.38,Bilbao,Hogar,Microondas,12,24,307
Junio,9515,3970,7057,189.31479112451007,2.97,Bilbao,Hogar,Camiseta,20,9,482
Marzo,1426,2748,877,382.40612011667474,21.65,Valladolid,Juguetes,Teléfono,19,34,393
Abril,9147,4307,7089,48.26968475237033,10.97,Barcelona,Juguetes,Laptop,21,32,440
Diciembre,6499,3196,7244,963.142658353096,26.83,Granada,Hogar,Microondas,18,6,9
Abril,7153,221,9602,593.6328026967474,17.2,Bilbao,Hogar,Zapatillas,26,41,201
Mayo,8549,3925,8478,464.8243348711219,29.15,Valencia,Hogar,Refrigerador,11,11,212
Junio,1570,4946,1465,571.6293224765911,24.11,Valencia,Juguetes,Refrigerador,29,43,154
Diciembre,7268,3756,8581,431.2286237370186,9.39,Barcelona,Electrónica,Refrigerador,22,5,390
Marzo,7641,3128,412,565.9051661830989,5.62,Zaragoza,Juguetes,Refrigerador,26,46,463
Julio,1787,1437,8537,186.24220243024075,10.75,Toledo,Hogar,Microondas,29,46,272
Agosto,7464,3350,7480,102.43838673317319,5.65,Granada,Alimentos,Camiseta,30,18,369
Octubre,4138,3483,2794,379.6254316981013,11.59,Sevilla,Alimentos,Zapatillas,13,17,364
Mayo,7435,2024,5765,157.81341671502895,8.16,Zaragoza,Hogar,Refrigerador,14,46,445
Marzo,2248,3270,7770,943.3385256800043,5.11,Bilbao,Electrónica,Refrigerador,21,0,387
Mayo,5273,2863,9443,697.7808131455165,25.14,Málaga,Alimentos,Microondas,25,33,225
Agosto,6322,639,5921,7.799578921000421,20.57,Santander,Juguetes,Pelota,30,13,186
Marzo,3207,4191,6910,691.5514414841674,17.81,Valladolid,Electrónica,Camiseta,30,36,168
Octubre,1453,633,8059,456.6147258531478,23.45,Logroño,Hogar,Microondas,18,36,28
Junio,1472,4256,1162,983.0314443960224,9.24,Córdoba,Hogar,Refrigerador,30,30,327
Junio,1155,2024,3634,642.943453860264,21.37,Valladolid,Alimentos,Camiseta,13,10,422
Septiembre,5104,995,3792,356.15169000802183,29.6,Madrid,Juguetes,Libro,23,25,425
Marzo,5866,2872,6988,652.5926809011845,23.1,Santander,Electrónica,Pelota,16,45,63
Diciembre,391,992,4560,194.5330114790346,2.5,Santander,Alimentos,Tablet,17,50,5
Septiembre,4511,2223,2645,188.41117278447152,12.45,Toledo,Hogar,Camiseta,25,50,233
Octubre,6633,3944,9738,21.928419448471082,2.52,Granada,Electrónica,Refrigerador,24,25,280
Diciembre,2289,1961,2956,402.63460551147296,8.27,Madrid,Electrónica,Pelota,21,23,288
Enero,6650,2354,1945,391.8372980371547,21.11,Zaragoza,Juguetes,Tablet,19,0,42
Septiembre,9747,785,4331,120.73584645656749,6.02,Valencia,Hogar,Muñeca,20,33,127
Marzo,4520,1285,8909,467.92534808851985,18.24,Palma,Electrónica,Laptop,23,20,450
Noviembre,1707,4505,4694,933.2500684946226,0.59,Valladolid,Alimentos,Camiseta,25,41,475
Febrero,4825,115,8661,109.57317633891252,20.42,Madrid,Hogar,Tablet,17,41,281
Abril,6033,1484,912,738.8440449384223,10.22,Bilbao,Electrónica,Teléfono,18,12,352
Noviembre,4440,1798,3731,805.6788046474956,1.28,Santander,Juguetes,Microondas,15,5,180
Abril,2071,4695,5912,732.4661377934616,20.04,Valencia,Juguetes,Microondas,12,9,246
Agosto,9427,2989,5890,999.0548089670477,18.46,Valladolid,Alimentos,Tablet,23,17,465
Agosto,8320,4734,6704,350.79943617880343,11.79,Córdoba,Alimentos,Camiseta,29,41,245
Diciembre,1842,2789,6779,632.0286114636627,9.93,Santander,Ropa,Camiseta,11,49,439
Febrero,8364,3976,9800,644.830895276895,7.9,Valladolid,Alimentos,Camiseta,24,50,471
Enero,3196,4952,5312,819.0559564428113,2.98,Santander,Electrónica,Camiseta,12,19,231
Enero,8636,992,2791,972.5872405173387,12.82,Logroño,Juguetes,Libro,24,25,386
Abril,2595,2505,9877,763.3061402971002,26.22,Barcelona,Electrónica,Pelota,24,2,71
Enero,9232,3580,6898,335.013063636241,21.82,Toledo,Alimentos,Refrigerador,30,15,75
Noviembre,1838,2306,2983,878.7642155368173,30.0,Logroño,Ropa,Pelota,14,48,274
Abril,6394,2315,3021,558.1611600525791,10.61,Zaragoza,Juguetes,Libro,21,28,146
Septiembre,8788,4187,8966,786.5448106964513,11.81,Madrid,Alimentos,Teléfono,14,44,29
Julio,5222,527,2169,212.35170579818418,12.84,Murcia,Electrónica,Microondas,29,44,457
Abril,9536,3869,7476,216.48621264336873,16.28,Málaga,Hogar,Libro,24,44,485
Agosto,5079,256,6447,871.6202845138946,14.84,Logroño,Ropa,Muñeca,30,0,423
Agosto,1058,1199,5296,340.0882689606731,11.22,Bilbao,Alimentos,Pelota,29,16,308
Julio,3360,3017,7578,755.5694888332059,4.53,Valencia,Electrónica,Camiseta,26,32,334
Febrero,2567,1808,477,289.75116608835424,28.09,Zaragoza,Hogar,Muñeca,19,38,200
Junio,7947,845,1034,751.7097543588767,10.77,Valladolid,Alimentos,Refrigerador,25,4,143
Noviembre,2854,4150,9145,614.0965083158314,0.41,Sevilla,Juguetes,Microondas,27,12,247
Abril,1440,833,9700,736.0239653340016,28.48,Santander,Electrónica,Microondas,16,34,203
Noviembre,9491,419,3358,127.40947316706229,18.22,Madrid,Juguetes,Zapatillas,25,28,334
Julio,5737,3097,5861,326.1000479188093,20.27,Madrid,Ropa,Tablet,29,18,108
Agosto,4979,1249,2676,426.9777982800571,28.43,Granada,Alimentos,Libro,21,30,449
Junio,3099,4255,1379,663.7647711424537,7.57,Valladolid,Alimentos,Teléfono,16,14,320
Febrero,5604,3387,1255,128.76632045426788,23.65,Granada,Ropa,Muñeca,29,35,4
Julio,8423,2407,1747,401.45088411228346,12.5,Bilbao,Alimentos,Tablet,12,6,489
Febrero,603,4954,7971,739.6241945128238,18.12,Valladolid,Juguetes,Microondas,26,40,87
Diciembre,6843,2385,5382,453.50780994479646,12.09,Santander,Ropa,Tablet,22,50,277
Agosto,3708,1144,9394,305.9807050628763,15.23,Santander,Alimentos,Zapatillas,19,23,461
Julio,6109,4434,7627,341.37692335362624,13.44,Zaragoza,Alimentos,Zapatillas,18,42,318
